"input","LION name","LION ID","match"
"[#0529] FA 36:8","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0530] FA 38:0","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0531] FA 40:8","fatty acids and conjugates [FA01]","LION:0001742","smart matching"
"[#0532] FAHFA 25:1;O|FAHFA 14:0/11:0;O","C25:1","LION:0022273","smart matching"
"[#0533] FAHFA 31:1;O|FAHFA 18:0/13:0;O","not found","not found",""
"[#0534] Gelomulide N","not found","not found",""
"[#0535] HBMP 40:1|HBMP 12:0_12:0_16:1","not found","not found",""
"[#0536] HBMP 42:0|HBMP 14:0_14:0_14:0","not found","not found",""
"[#0537] HBMP 42:3|HBMP 12:0_12:0_18:3","not found","not found",""
"[#0538] HBMP 44:3|HBMP 12:0_12:0_20:3","not found","not found",""
"[#0539] HBMP 46:5|HBMP 12:0_12:0_22:5","not found","not found",""
"[#0540] HBMP 50:7|HBMP 14:1_14:1_22:5","not found","not found",""
"[#0541] HexCer 33:3;O3","hexosylceramides","LION:0012017","smart matching"
"[#0542] HexCer 34:2;O3|HexCer 18:2;O2/16:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0543] HexCer 35:2;O3","hexosylceramides","LION:0012017","smart matching"
"[#0544] HexCer 35:2;O3|HexCer 19:2;O2/16:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0545] HexCer 37:5;O2","hexosylceramides","LION:0012017","smart matching"
"[#0546] HexCer 38:1;O4","hexosylceramides","LION:0012017","smart matching"
"[#0547] HexCer 38:3;O2","hexosylceramides","LION:0012017","smart matching"
"[#0548] HexCer 39:1;O4","hexosylceramides","LION:0012017","smart matching"
"[#0549] HexCer 40:2;O3|HexCer 19:2;O2/21:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0550] HexCer 41:2;O3|HexCer 19:2;O2/22:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0551] HexCer 41:3;O3|HexCer 19:3;O2/22:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0552] HexCer 42:2;O3|HexCer 19:2;O2/23:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0553] HexCer 42:3;O3|HexCer 19:3;O2/23:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0554] HexCer 43:2;O3|HexCer 19:2;O2/24:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0555] HexCer 43:3;O3","hexosylceramides","LION:0012017","smart matching"
"[#0556] HexCer 43:3;O3|HexCer 19:3;O2/24:0;O","hexosylceramides","LION:0012017","smart matching"
"[#0557] LPC 12:0","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0557] LPC 12:0","C12:0","LION:0000254","smart matching"
"[#0558] LPC 15:3/0:0","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0559] LPC 15:4","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0560] LPC 16:0","PC(16:0/0:0)","LION:0000580","direct"
"[#0561] LPC 16:0/0:0","PC(16:0/0:0)","LION:0000580","direct"
"[#0562] LPC 16:4","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0563] LPC 18:0","PC(18:0/0:0)","LION:0000582","direct"
"[#0564] LPC 18:0/0:0","PC(18:0/0:0)","LION:0000582","direct"
"[#0565] LPC 18:1","PC(18:1/0:0)","LION:0000583","direct"
"[#0566] LPC 18:1/0:0","PC(18:1/0:0)","LION:0000583","direct"
"[#0567] LPC 18:2","PC(18:2/0:0)","LION:0000584","direct"
"[#0568] LPC 18:3","PC(18:3/0:0)","LION:0000585","direct"
"[#0569] LPC 19:1","PC(19:1/0:0)","LION:0022355","direct"
"[#0570] LPC 19:4","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0571] LPC 20:3","PC(20:3/0:0)","LION:0000589","direct"
"[#0572] LPC 20:4","PC(20:4/0:0)","LION:0000590","direct"
"[#0573] LPC 21:2","PC(21:2/0:0)","LION:0022375","direct"
"[#0574] LPC 21:4","PC(21:4/0:0)","LION:0022381","direct"
"[#0575] LPC 22:0","PC(22:0/0:0)","LION:0000592","direct"
"[#0576] LPC 22:4","PC(22:4/0:0)","LION:0000596","direct"
"[#0577] LPC 22:5","PC(22:5/0:0)","LION:0000597","direct"
"[#0578] LPC 22:6","PC(22:6/0:0)","LION:0000598","direct"
"[#0579] LPC 23:1","PC(23:1/0:0)","LION:0022389","direct"
"[#0580] LPC 25:0","PC(25:0/0:0)","LION:0022405","direct"
"[#0581] LPC 25:1","PC(25:1/0:0)","LION:0022407","direct"
"[#0582] LPC 26:2","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0582] LPC 26:2","C26:2","LION:0002982","smart matching"
"[#0583] LPC 26:7","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0583] LPC 26:7","C26:7","LION:0002987","smart matching"
"[#0584] LPC 28:0","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0585] LPC 28:1","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0586] LPC 28:2","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0587] LPC 28:6","monoacylglycerophosphocholines [GP0105]","LION:0000034","smart matching"
"[#0588] LPC O-16:0","monoalkylglycerophosphocholines [GP0106]","LION:0000035","smart matching"
"[#0588] LPC O-16:0","C16:0","LION:0002882","smart matching"
"[#0589] LPC O-18:0","monoalkylglycerophosphocholines [GP0106]","LION:0000035","smart matching"
"[#0589] LPC O-18:0","C18:0","LION:0002921","smart matching"
"[#0590] LPC O-19:0","monoalkylglycerophosphocholines [GP0106]","LION:0000035","smart matching"
"[#0590] LPC O-19:0","C19:0","LION:0022241","smart matching"
"[#0591] LPE 20:4","PE(20:4/0:0)","LION:0001579","direct"
"[#0592] LPE O-16:0","monoalkylglycerophosphoethanolamines [GP0206]","LION:0000043","smart matching"
"[#0592] LPE O-16:0","C16:0","LION:0002882","smart matching"
"[#0593] LPE O-20:3","monoalkylglycerophosphoethanolamines [GP0206]","LION:0000043","smart matching"
"[#0593] LPE O-20:3","C20:3","LION:0002928","smart matching"
"[#0594] LPE O-21:0","monoalkylglycerophosphoethanolamines [GP0206]","LION:0000043","smart matching"
"[#0594] LPE O-21:0","C21:0","LION:0022261","smart matching"
"[#0595] LPE P-21:0","1z-alkenylglycerophosphoethanolamines [GP0207]","LION:0000044","smart matching"
"[#0595] LPE P-21:0","C21:0","LION:0022261","smart matching"
"[#0596] MG 26:7","monoacylglycerols [GL0101]","LION:0000619","smart matching"
"[#0596] MG 26:7","C26:7","LION:0002987","smart matching"
"[#0597] MG 30:5","monoacylglycerols [GL0101]","LION:0000619","smart matching"
"[#0598] MG 32:5","monoacylglycerols [GL0101]","LION:0000619","smart matching"
"[#0599] MG 32:9","monoacylglycerols [GL0101]","LION:0000619","smart matching"
"[#0600] MGDG 30:0|MGDG 14:0_16:0","not found","not found",""
"[#0601] MGDG 30:1|MGDG 14:0_16:1","not found","not found",""
"[#0602] MGDG 32:1|MGDG 16:0_16:1","not found","not found",""
"[#0603] MGDG 34:2|MGDG 16:0_18:2","not found","not found",""
"[#0604] MGDG 34:3|MGDG 16:0_18:3","not found","not found",""
"[#0605] MGDG 34:4|MGDG 16:0_18:4","not found","not found",""
"[#0606] MGDG 34:5|MGDG 16:1_18:4","not found","not found",""
"[#0607] MGDG 34:7|MGDG 16:3_18:4","not found","not found",""
"[#0608] MGDG 36:6|MGDG 18:3_18:3","not found","not found",""
"[#0609] MGDG 36:7|MGDG 18:3_18:4","not found","not found",""
"[#0610] MGDG 36:8|MGDG 18:3_18:5","not found","not found",""
"[#0611] MGDG 36:8|MGDG 18:4_18:4","not found","not found",""
"[#0612] MGDG 36:9|MGDG 18:4_18:5","not found","not found",""
"[#0613] MGDG 38:10|MGDG 18:5_20:5","not found","not found",""
"[#0614] MGDG 38:8|MGDG 18:3_20:5","not found","not found",""
"[#0615] MGDG 38:9|MGDG 18:4_20:5","not found","not found",""
"[#0616] MGDG 40:10|MGDG 18:4_22:6","not found","not found",""
"[#0617] MGDG O-35:3|MGDG O-19:3_16:0","not found","not found",""
"[#0618] MGDG O-35:4|MGDG O-19:4_16:0","not found","not found",""
"[#0619] MGDG O-41:9|MGDG O-19:3_22:6","not found","not found",""
"[#0620] Michler`s ketone (also known as chemical regent)","not found","not found",""
"[#0621] NAE 11:0","not found","not found",""
"[#0622] NAE 15:1","C15:1","LION:0022230","smart matching"
"[#0623] NAE 15:2","not found","not found",""
"[#0624] NAE 15:3","not found","not found",""
"[#0625] NAE 15:4","not found","not found",""
"[#0626] NAE 16:1","C16:1","LION:0002900","smart matching"
"[#0627] NAE 16:2","not found","not found",""
"[#0628] NAE 16:4","not found","not found",""
"[#0629] NAE 17:0","C17:0","LION:0022231","smart matching"
"[#0630] NAE 17:1","C17:1","LION:0022234","smart matching"
"[#0631] NAE 17:2","C17:2","LION:0022236","smart matching"
"[#0632] NAE 17:3","not found","not found",""
"[#0633] NAE 18:0","C18:0","LION:0002921","smart matching"
"[#0634] NAE 18:1","C18:1","LION:0002922","smart matching"
"[#0635] NAE 18:3","C18:3","LION:0002924","smart matching"
"[#0636] NAE 18:4","not found","not found",""
"[#0637] NAE 19:3","C19:3","LION:0022247","smart matching"
"[#0638] NAE 19:4","not found","not found",""
"[#0639] NAE 20:2","C20:2","LION:0002927","smart matching"
"[#0640] NAE 20:4","C20:4","LION:0002929","smart matching"
"[#0641] NAE 21:4","C21:4","LION:0022265","smart matching"
"[#0642] NAE 22:1","C22:1","LION:0002932","smart matching"
"[#0643] NAE 22:2","C22:2","LION:0002933","smart matching"
"[#0644] NAE 22:3","C22:3","LION:0002934","smart matching"
"[#0645] NAE 22:5","C22:5","LION:0002936","smart matching"
"[#0646] NAE 22:6","C22:6","LION:0002937","smart matching"
"[#0647] NAE 24:2","C24:2","LION:0002940","smart matching"
"[#0648] NAE 24:4","C24:4","LION:0002942","smart matching"
"[#0649] NAE 24:5","C24:5","LION:0002943","smart matching"
"[#0650] NAE 24:6","C24:6","LION:0002944","smart matching"
"[#0651] NAE 25:1","C25:1","LION:0022273","smart matching"
"[#0652] NAE 26:0","C26:0","LION:0002979","smart matching"
"[#0653] NAE 26:2","C26:2","LION:0002982","smart matching"
"[#0654] NAE 26:5","C26:5","LION:0002985","smart matching"
"[#0655] NAE 26:6","C26:6","LION:0002986","smart matching"
"[#0656] NAE 26:7","C26:7","LION:0002987","smart matching"
"[#0657] NAE 27:1","not found","not found",""
"[#0658] NAE 28:1","not found","not found",""
"[#0659] NAE 28:2","not found","not found",""
"[#0660] NAE 28:6","not found","not found",""
"[#0661] NAE 28:7","not found","not found",""
"[#0662] NAE 9:0","not found","not found",""
"[#0663] NAGly 14:0","C14:0","LION:0000259","smart matching"
"[#0664] NAGly 16:0","C16:0","LION:0002882","smart matching"
"[#0665] NAGly 16:0;O","C16:0","LION:0002882","smart matching"
"[#0666] NAGly 17:0","C17:0","LION:0022231","smart matching"
"[#0667] NAGly 17:0;O","C17:0","LION:0022231","smart matching"
"[#0668] NAGly 21:0;O","C21:0","LION:0022261","smart matching"
"[#0669] NAGly 26:6","C26:6","LION:0002986","smart matching"
"[#0670] NAGlySer 17:1;O","C17:1","LION:0022234","smart matching"
"[#0671] NAGlySer 17:2;O","C17:2","LION:0022236","smart matching"
"[#0672] NAGlySer 19:1;O","C19:1","LION:0022242","smart matching"
"[#0673] NAGlySer 20:0;O","C20:0","LION:0002925","smart matching"
"[#0674] NAGlySer 21:1;O","C21:1","LION:0022262","smart matching"
"[#0675] NAGlySer 21:2;O","C21:2","LION:0022263","smart matching"
"[#0676] NAGlySer 22:2;O","C22:2","LION:0002933","smart matching"
"[#0677] NAOrn 14:1","C14:1","LION:0000462","smart matching"
"[#0678] NAOrn 17:0;O","C17:0","LION:0022231","smart matching"
"[#0679] NATau 15:1","C15:1","LION:0022230","smart matching"
"[#0680] Norethisterone acetate","not found","not found",""
"[#0681] PA 40:4|PA 18:0_22:4","diacylglycerophosphates [GP1001]","LION:0000069","smart matching"
"[#0682] PC 26:2","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0682] PC 26:2","C26:2","LION:0002982","smart matching"
"[#0683] PC 28:3","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0684] PC 28:6","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0685] PC 29:0","PC(29:0)","LION:0041232","direct"
"[#0686] PC 29:2","PC(29:2)","LION:0041234","direct"
"[#0687] PC 30:0","PC(30:0)","LION:0000147","direct"
"[#0688] PC 30:3","PC(30:3)","LION:0041235","direct"
"[#0689] PC 30:4","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0690] PC 30:5","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0691] PC 31:1","PC(31:1)","LION:0041237","direct"
"[#0692] PC 31:6","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0693] PC 32:0","PC(32:0)","LION:0000159","direct"
"[#0694] PC 32:0|PC 16:0_16:0","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0695] PC 32:1|PC 16:0_16:1","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0696] PC 32:3","PC(32:3)","LION:0000156","direct"
"[#0697] PC 32:4","PC(32:4)","LION:0002564","direct"
"[#0698] PC 32:5","PC(32:5)","LION:0000155","direct"
"[#0699] PC 33:3","PC(33:3)","LION:0041245","direct"
"[#0700] PC 34:1|PC 16:0_18:1","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0701] PC 34:2","PC(34:2)","LION:0000170","direct"
"[#0702] PC 34:2|PC 16:0_18:2","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0703] PC 34:3","PC(34:3)","LION:0000169","direct"
"[#0704] PC 34:3|PC 16:0_18:3","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0705] PC 34:4|PC 16:0_18:4","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0706] PC 35:1","PC(35:1)","LION:0041261","direct"
"[#0707] PC 35:2","PC(35:2)","LION:0041262","direct"
"[#0708] PC 35:4","PC(35:4)","LION:0041266","direct"
"[#0709] PC 35:5","PC(35:5)","LION:0041271","direct"
"[#0710] PC 36:1|PC 18:0_18:1","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0711] PC 36:2","PC(36:2)","LION:0000182","direct"
"[#0712] PC 36:2|PC 16:0_20:2","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0713] PC 36:3|PC 16:0_20:3","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0714] PC 36:3|PC 18:0_18:3","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0715] PC 36:4","PC(36:4)","LION:0000180","direct"
"[#0716] PC 36:4|PC 16:0_20:4","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0717] PC 36:5|PC 16:0_20:5","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0718] PC 37:1","PC(37:1)","LION:0041276","direct"
"[#0719] PC 37:2|PC 15:0_22:2","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0720] PC 37:5","PC(37:5)","LION:0041280","direct"
"[#0721] PC 38:2","PC(38:2)","LION:0000195","direct"
"[#0722] PC 38:3|PC 16:0_22:3","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0723] PC 38:4","PC(38:4)","LION:0000193","direct"
"[#0724] PC 38:4|PC 16:0_22:4","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0725] PC 38:4|PC 18:0_20:4","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0726] PC 38:5","PC(38:5)","LION:0000192","direct"
"[#0727] PC 38:5|PC 16:0_22:5","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0728] PC 38:5|PC 18:0_20:5","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0729] PC 38:6|PC 16:0_22:6","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0730] PC 40:3","PC(40:3)","LION:0000206","direct"
"[#0731] PC 40:4","PC(40:4)","LION:0000205","direct"
"[#0732] PC 40:4|PC 18:0_22:4","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0733] PC 40:5|PC 18:0_22:5","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0734] PC 40:8;O3|PC 22:6_18:2;O3","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0735] PC 40:9","PC(40:9)","LION:0002569","direct"
"[#0736] PC 42:4","PC(42:4)","LION:0000215","direct"
"[#0737] PC 44:12","PC(44:12)","LION:0002578","direct"
"[#0738] PC 44:12|PC 22:6_22:6","diacylglycerophosphocholines [GP0101]","LION:0000030","smart matching"
"[#0739] PC 45:4","PC(45:4)","LION:0041409","direct"
"[#0740] PC O-29:0|PC O-11:0_18:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0741] PC O-30:0","PC(O-30:0)","LION:0000143","direct"
"[#0742] PC O-30:0|PC O-21:0_9:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0743] PC O-30:8","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0744] PC O-31:6","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0745] PC O-31:7","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0746] PC O-32:0","PC(O-32:0)","LION:0000153","direct"
"[#0747] PC O-32:0|PC O-16:0_16:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0748] PC O-32:1","PC(O-32:1)","LION:0000152","direct"
"[#0749] PC O-32:1;O3|PC O-16:1_16:0;O3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0750] PC O-32:1|PC O-16:0_16:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0751] PC O-32:1|PC O-16:1_16:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0752] PC O-32:2","PC(O-32:2)","LION:0000151","direct"
"[#0753] PC O-32:3","PC(O-32:3)","LION:0000150","direct"
"[#0754] PC O-32:6","PC(O-32:6)","LION:0000148","direct"
"[#0755] PC O-33:1|PC O-13:0_20:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0756] PC O-33:1|PC O-17:0_16:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0757] PC O-33:2","PC(O-33:2)","LION:0052727","direct"
"[#0758] PC O-33:3","PC(O-33:3)","LION:0052744","direct"
"[#0759] PC O-33:5","PC(O-33:5)","LION:0052786","direct"
"[#0760] PC O-34:0","PC(O-34:0)","LION:0001322","direct"
"[#0761] PC O-34:1|PC O-16:0_18:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0762] PC O-34:2","PC(O-34:2)","LION:0000164","direct"
"[#0763] PC O-34:2|PC O-16:0_18:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0764] PC O-34:2|PC O-16:1_18:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0765] PC O-34:3","PC(O-34:3)","LION:0000163","direct"
"[#0766] PC O-34:3|PC O-16:0_18:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0767] PC O-34:4","PC(O-34:4)","LION:0000162","direct"
"[#0768] PC O-34:4|PC O-16:0_18:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0769] PC O-34:5|PC O-19:1_15:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0770] PC O-35:1|PC O-17:0_18:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0771] PC O-35:1|PC O-19:1_16:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0772] PC O-35:2|PC O-14:0_21:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0773] PC O-35:3|PC O-17:0_18:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0774] PC O-35:4","PC(O-35:4)","LION:0052767","direct"
"[#0775] PC O-35:5","PC(O-35:5)","LION:0052768","direct"
"[#0776] PC O-35:5|PC O-13:0_22:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0777] PC O-35:5|PC O-16:0_19:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0778] PC O-36:0","PC(O-36:0)","LION:0001326","direct"
"[#0779] PC O-36:10","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0780] PC O-36:1|PC O-18:0_18:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0781] PC O-36:2","PC(O-36:2)","LION:0000176","direct"
"[#0782] PC O-36:2|PC O-10:0_26:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0783] PC O-36:2|PC O-18:0_18:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0784] PC O-36:3","PC(O-36:3)","LION:0000175","direct"
"[#0785] PC O-36:3|PC O-16:0_20:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0786] PC O-36:4","PC(O-36:4)","LION:0000174","direct"
"[#0787] PC O-36:4;O2|PC O-18:1_18:3;O2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0788] PC O-36:4|PC O-16:0_20:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0789] PC O-36:4|PC O-18:0_18:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0790] PC O-36:4|PC O-19:0_17:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0791] PC O-36:4|PC O-21:3_15:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0792] PC O-36:5","PC(O-36:5)","LION:0001324","direct"
"[#0793] PC O-36:5|PC O-16:1_20:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0794] PC O-36:6","PC(O-36:6)","LION:0000173","direct"
"[#0795] PC O-36:8","PC(O-36:8)","LION:0001323","direct"
"[#0796] PC O-36:9","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0797] PC O-37:1","PC(O-37:1)","LION:0052770","direct"
"[#0798] PC O-37:1|PC O-15:0_22:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0799] PC O-37:2|PC O-17:0_20:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0800] PC O-37:3","PC(O-37:3)","LION:0052781","direct"
"[#0801] PC O-37:3|PC O-16:0_21:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0802] PC O-37:3|PC O-17:0_20:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0803] PC O-37:4","PC(O-37:4)","LION:0052782","direct"
"[#0804] PC O-37:4|PC O-16:4_21:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0805] PC O-37:4|PC O-17:0_20:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0806] PC O-37:5|PC O-17:0_20:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0807] PC O-37:7","PC(O-37:7)","LION:0052785","direct"
"[#0808] PC O-37:9","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0809] PC O-38:1","PC(O-38:1)","LION:0001328","direct"
"[#0810] PC O-38:2|PC O-13:1_25:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0811] PC O-38:2|PC O-16:0_22:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0812] PC O-38:3|PC O-18:0_20:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0813] PC O-38:4","PC(O-38:4)","LION:0000187","direct"
"[#0814] PC O-38:4|PC O-16:0_22:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0815] PC O-38:4|PC O-18:0_20:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0816] PC O-38:4|PC O-20:0_18:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0817] PC O-38:4|PC O-21:2_17:2","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0818] PC O-38:5|PC O-16:0_22:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0819] PC O-38:5|PC O-18:0_20:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0820] PC O-38:6|PC O-16:1_22:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0821] PC O-38:8","PC(O-38:8)","LION:0052851","direct"
"[#0822] PC O-38:9","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0823] PC O-39:10","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0824] PC O-39:3","PC(O-39:3)","LION:0052812","direct"
"[#0825] PC O-39:3|PC O-17:0_22:3","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0826] PC O-39:3|PC O-24:3_15:0","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0827] PC O-39:4","PC(O-39:4)","LION:0052813","direct"
"[#0828] PC O-39:4|PC O-19:0_20:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0829] PC O-39:5","PC(O-39:5)","LION:0052814","direct"
"[#0830] PC O-39:5|PC O-11:0_28:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0831] PC O-39:6","PC(O-39:6)","LION:0052815","direct"
"[#0832] PC O-39:9","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0833] PC O-40:1","PC(O-40:1)","LION:0001347","direct"
"[#0834] PC O-40:10","PC(O-40:10)","LION:0052867","direct"
"[#0835] PC O-40:2|PC O-26:1_14:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0836] PC O-40:4","PC(O-40:4)","LION:0000200","direct"
"[#0837] PC O-40:4|PC O-18:0_22:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0838] PC O-40:5","PC(O-40:5)","LION:0000199","direct"
"[#0839] PC O-40:5|PC O-17:4_23:1","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
